"sample_SRR5343917" "sample_SRR5343918" "sample_SRR5343919" "sample_SRR5343920" "sample_SRR5343921" "sample_SRR5343922" "sample_SRR5343923" "sample_SRR5343924" "sample_SRR5343925" "sample_SRR5343926"
"ENSG00000016602" 0 0 0 0 0 0 3 1 0 2
"ENSG00000016864" 4588 4953 5608 7395 10181 9853 6841 5400 2852 3687
"ENSG00000017260" 8902 9069 6919 6658 7698 9758 6382 4617 7153 5461
"ENSG00000017427" 67 98 361 276 70 55 585 119 120 215
"ENSG00000017483" 11 43 108 155 4117 4562 534 122 310 1269
"ENSG00000017797" 6199 6088 1556 2489 4376 6963 4471 4526 3607 4734
"ENSG00000018189" 2499 6195 1425 1528 1723 1907 1911 2241 2393 1224
"ENSG00000018236" 39 33 149 71 991 819 586 119 725 576
"ENSG00000018280" 157 117 105 618 2353 583 978 269 2300 1513
"ENSG00000018408" 7464 8702 5649 4995 31209 33251 20237 12361 4642 5299
"ENSG00000018510" 5971 8247 4833 3383 6383 7821 5654 4524 4646 3009
"ENSG00000018607" 0 2 0 1 2 1 1 0 0 1
"ENSG00000018610" 2719 2479 1233 1165 1415 1960 867 1127 1369 1436
"ENSG00000018625" 14 2 92 893 5 1 92 10 15 72
"ENSG00000018699" 1248 1230 682 739 1282 1533 1217 1051 1101 1118
"ENSG00000018869" 322 467 213 201 257 238 76 25 252 191
"ENSG00000019102" 8 17 12 24 35 32 97 162 46 62
"ENSG00000019144" 3376 4920 1677 4207 14952 15212 10834 6728 3115 8694
"ENSG00000019169" 29 157 128 409 1771 498 554 310 946 472
"ENSG00000019186" 2 0 0 0 22 11 2 16 2 18
"ENSG00000019485" 580 297 281 378 603 1098 218 110 198 351
"ENSG00000019505" 18 2 203 15 0 5 2 0 16 4
"ENSG00000019549" 8041 5593 3310 2641 5481 3452 3250 2441 6196 5623
"ENSG00000019582" 22923 83390 46766 350556 23852 43402 99523 17308 93721 82752
"ENSG00000019991" 42 70 277 477 7935 1725 607 609 343 312
"ENSG00000019995" 2039 1639 379 677 1058 840 1377 1275 665 901
"ENSG00000020129" 4150 6685 1595 3163 3118 3996 5939 3921 1545 2900
"ENSG00000020181" 1159 568 796 1586 3148 1826 4507 3449 3159 8296
"ENSG00000020219" 1 0 0 0 0 0 0 1 1 0
"ENSG00000020256" 2423 2343 1126 1115 1759 2095 836 565 505 816
"ENSG00000020426" 1808 2052 759 639 937 795 622 664 424 415
"ENSG00000020577" 4758 5279 3514 3566 2006 4063 2234 1343 2150 1528
"ENSG00000020633" 7126 7833 4005 6748 2997 2771 6222 5017 3038 3287
"ENSG00000020922" 956 2019 1840 1797 1799 2292 1204 1086 2125 1638
"ENSG00000021300" 2989 1307 669 1076 6900 7305 522 939 508 645
"ENSG00000021355" 2028 2510 3646 4486 2428 2841 2983 1636 4249 3158
"ENSG00000021461" 1 0 5 5 1 0 1 1 1 0
"ENSG00000021488" 3 11 30 52 26 21 12 4 11 3
"ENSG00000021574" 1226 1101 1604 826 1272 1817 1465 1033 1652 993
"ENSG00000021645" 586 2737 394 1908 1822 648 1524 148 47 41
"ENSG00000021762" 2606 1780 324 954 7414 4188 4012 2667 1455 3652
"ENSG00000021776" 5225 4712 1513 2501 2765 2283 3111 3974 1618 2535
"ENSG00000021826" 2152 1588 63 888 733 1748 1170 1646 189 318
"ENSG00000021852" 0 0 0 0 0 0 0 1 0 0
"ENSG00000022267" 4863 3322 668 3979 7393 5196 2956 681 2039 4505
"ENSG00000022277" 10487 11092 11095 8877 6842 10898 4964 5331 5171 6215
"ENSG00000022355" 3 0 0 0 0 4 1 1 1 3
"ENSG00000022556" 30 19 12 30 24 27 59 11 45 61
"ENSG00000022567" 1094 1163 617 915 1730 1743 1825 898 1411 1188
"ENSG00000022840" 9586 10051 3948 7732 6170 7916 5890 5110 4299 6135
"ENSG00000022976" 280 180 235 353 365 470 373 356 233 198
"ENSG00000023041" 3822 4228 2142 2413 2351 2751 2283 1853 2763 2407
"ENSG00000023171" 43 112 361 669 1376 763 257 95 638 364
"ENSG00000023191" 19159 25110 4507 8928 8520 11390 9206 7129 5928 11376
"ENSG00000023228" 11858 8504 4675 3784 17393 16526 6937 6011 7613 7797
"ENSG00000023287" 2249 4779 3367 2441 9167 8272 3684 4350 3704 1156
"ENSG00000023318" 5193 5675 4230 6947 12970 14571 3601 2196 4481 3757
"ENSG00000023330" 5914 6464 2317 3858 6356 9917 4777 4420 3623 5707
"ENSG00000023445" 8 456 848 1704 466 457 784 740 1324 295
"ENSG00000023516" 3384 5172 2276 2025 6220 4305 2504 2663 2396 2063
"ENSG00000023572" 1240 1927 1399 870 801 1609 1344 1997 2563 2302
"ENSG00000023608" 690 665 671 300 726 673 692 1026 395 303
"ENSG00000023697" 3636 3293 3393 1984 1490 3053 2061 2152 2459 2208
"ENSG00000023734" 9926 8741 6282 5391 8192 8761 7425 7549 7221 7903
"ENSG00000023839" 4574 6308 2025 1932 39 28 72 384 343 1531
"ENSG00000023892" 1766 1889 436 1065 220 237 875 423 881 858
"ENSG00000023902" 3550 4392 4193 6824 2334 2440 4376 3384 4734 7167
"ENSG00000023909" 905 817 1465 1020 711 832 913 336 2021 1749
"ENSG00000024048" 6913 7356 2671 3427 2653 2321 2063 1974 2099 1860
"ENSG00000024422" 1502 857 412 3252 6125 7517 11153 4858 2341 13193
"ENSG00000024526" 564 243 1668 542 1529 1177 1605 1302 1330 839
"ENSG00000024862" 952 673 622 796 762 940 484 524 786 802
"ENSG00000025039" 3343 3582 4212 2643 1921 3060 456 1274 6480 5900
"ENSG00000025156" 1205 1080 383 460 701 817 400 225 560 625
"ENSG00000025293" 4370 3176 2988 2953 4153 5011 2151 2106 2399 2230
"ENSG00000025423" 329 58 95 97 120 157 77 54 133 148
"ENSG00000025434" 890 1874 1303 1963 1040 1399 1771 1655 1555 2700
"ENSG00000025708" 562 2196 4632 12322 8715 7712 5551 4157 7462 6796
"ENSG00000025770" 3085 3106 2985 3035 8170 8443 4911 4255 2245 3444
"ENSG00000025772" 7470 4521 1507 1871 5326 5785 4599 3271 1896 2299
"ENSG00000025796" 8464 8796 3592 4099 10487 10716 6481 6185 4860 5159
"ENSG00000025800" 4372 5764 2604 3948 4534 5413 5118 5728 3437 3878
"ENSG00000026025" 220015 210913 65314 90952 193243 170114 212970 131001 77422 105896
"ENSG00000026036" 28 137 241 268 146 88 323 184 422 120
"ENSG00000026103" 67 164 567 765 1790 1532 965 289 1513 901
"ENSG00000026297" 373 534 1494 3534 2252 3538 1171 503 2682 2470
"ENSG00000026508" 163929 176012 23628 27360 51633 62927 25674 17261 14879 14545
"ENSG00000026559" 252 147 433 855 2006 1825 508 270 144 58
"ENSG00000026652" 189 103 591 474 679 599 471 144 561 943
"ENSG00000026751" 21200 24116 6192 4219 142 92 326 82 2317 2177
"ENSG00000026950" 4282 6724 2300 6403 1119 1082 1880 2042 3067 2163
"ENSG00000027001" 5106 3801 1677 1424 1927 2370 713 833 930 1136
"ENSG00000027075" 2897 4252 1077 1689 396 287 899 282 1682 2568
"ENSG00000027644" 0 25 11 7 22 28 172 41 51 77
"ENSG00000027697" 3586 3079 2570 2857 4598 4156 3726 2253 4877 3473
"ENSG00000027847" 1863 1931 2073 2702 1438 1918 1235 732 1429 1845
"ENSG00000027869" 4 122 449 916 270 288 143 163 632 318
"ENSG00000028116" 905 1128 491 527 1486 1512 1601 1047 1312 849
"ENSG00000028137" 458 874 1867 5431 3888 2774 4456 2665 5043 7003
"ENSG00000028203" 2590 3561 1119 1454 2123 2244 1886 1720 1864 1645
"ENSG00000028277" 30 100 266 973 431 269 596 240 575 852
"ENSG00000028310" 2904 3135 2800 3777 2762 3381 2666 2370 4308 2644
"ENSG00000028528" 14252 13691 4076 8834 19831 21927 9214 10715 4036 6248
"ENSG00000028839" 680 744 539 407 850 761 531 464 556 689
"ENSG00000029153" 19 78 94 180 1100 882 2110 489 488 529
"ENSG00000029363" 7093 6361 3379 4219 11986 10705 6233 6175 5016 3956
"ENSG00000029364" 5613 5848 3138 3161 3710 4655 4618 4491 2431 3057
"ENSG00000029534" 1 5 34 234 59 22 18 17 37 155
"ENSG00000029559" 281 136 8 32 172 32 16 4 1403 204
"ENSG00000029639" 512 610 367 273 1564 1836 1089 1029 421 286
"ENSG00000029725" 5734 7812 2576 2626 5142 6806 2963 3108 5372 3628
"ENSG00000029993" 347 970 2624 2459 2403 2885 1105 1095 2100 3156
"ENSG00000030066" 5550 4326 2428 1967 7899 7395 3509 3202 2136 2338
"ENSG00000030110" 4328 4476 1630 1838 1575 1984 1184 960 1799 2324
"ENSG00000030304" 1 0 3 13 16 19 4 0 0 0
"ENSG00000030419" 78 182 151 165 224 487 187 89 263 85
"ENSG00000030582" 55229 56750 25004 45247 29665 82983 27159 13016 23083 30563
"ENSG00000031003" 2125 3127 2569 2427 1938 2570 1982 2089 1725 1369
"ENSG00000031081" 3438 3866 2597 4301 8326 6462 6787 3652 2646 5623
"ENSG00000031691" 859 912 677 283 502 612 648 626 917 541
"ENSG00000031698" 20892 23047 7815 10110 12791 18300 10627 12699 7358 9698
"ENSG00000031823" 6387 6500 2062 4082 4441 5809 2611 2106 2716 4311
"ENSG00000032219" 1401 1787 1145 1236 1516 1172 1912 2136 941 563
"ENSG00000032389" 1689 1792 814 798 1147 2233 1342 910 1646 2382
"ENSG00000032444" 8383 8718 4072 6746 4124 6271 4110 2970 2827 4604
"ENSG00000032742" 1904 1770 1267 1232 585 532 758 739 765 530
"ENSG00000033011" 1965 2087 1371 1339 2207 3487 1155 1727 957 1774
"ENSG00000033030" 1867 1791 1234 1386 1556 1306 1150 1142 1334 1223
"ENSG00000033050" 3646 3864 6368 7898 4612 4703 10309 7933 5755 6268
"ENSG00000033100" 3684 5265 6363 10363 5853 5029 27151 13132 5078 7579
"ENSG00000033122" 11 42 36 26 21 7 38 59 28 10
"ENSG00000033170" 3422 4909 1083 1383 6027 4870 4112 4244 1084 1437
"ENSG00000033178" 3109 4029 1968 1972 4137 3690 3404 3680 3029 1757
"ENSG00000033327" 13564 13306 2574 2627 4786 9059 3354 3135 3588 3331
"ENSG00000033627" 7642 12549 3738 6672 4291 6873 3152 3637 2734 3213
"ENSG00000033800" 3590 3375 1274 2049 1792 1514 2013 2123 1303 1304
"ENSG00000033867" 3484 3572 2035 1225 7809 8348 3414 2293 2451 1406
"ENSG00000034053" 27 161 713 1068 1954 2250 250 120 445 1306
"ENSG00000034152" 4774 5137 1606 3101 4979 5956 3261 2114 3306 4459
"ENSG00000034239" 1 0 6 5 18 2 13 6 7 9
"ENSG00000034510" 61705 64911 35465 58901 84311 68248 65285 46634 82047 110623
"ENSG00000034533" 388 485 494 593 645 772 518 386 377 406
"ENSG00000034677" 2608 4348 2785 2883 11027 11897 6383 6520 6786 3054
"ENSG00000034693" 656 651 703 383 925 991 663 591 518 446
"ENSG00000034713" 8650 7744 6175 4829 7059 10599 4263 4792 3357 4416
"ENSG00000034971" 2 0 0 6 0 0 1 4 1 0
"ENSG00000035115" 568 1050 1148 1275 1059 811 879 640 1408 1117
"ENSG00000035141" 2130 2540 1379 1602 2399 3562 2231 1391 4470 3930
"ENSG00000035403" 16412 9168 1865 4692 9287 7848 9296 3710 6643 13779
"ENSG00000035499" 384 193 924 205 552 696 218 189 1029 796
"ENSG00000035664" 40 105 97 276 113 195 261 52 162 253
"ENSG00000035681" 2829 5782 2078 2349 6388 9800 1151 876 2812 1914
"ENSG00000035687" 8111 6671 5451 3844 7639 10626 3691 4779 6596 5356
"ENSG00000035720" 2 2 37 29 6 11 15 9 62 13
"ENSG00000035862" 125113 107758 13097 26482 48301 95024 55410 26326 24362 48078
"ENSG00000035928" 6315 5596 1960 2326 3548 3346 4211 4141 4319 3146
"ENSG00000036054" 2392 2769 3139 2390 4210 3865 3305 2716 2287 1600
"ENSG00000036257" 4423 3926 1909 2403 7753 5994 3855 3184 2093 1978
"ENSG00000036448" 43 36 49 275 46 27 37 64 108 108
"ENSG00000036473" 2 0 0 1 10 6 0 2 1 0
"ENSG00000036530" 8 12 16 38 55 13 36 12 50 39
"ENSG00000036549" 3108 5455 3083 2479 2525 2885 3588 3049 2218 1382
"ENSG00000036565" 0 1 8 16 69 120 6 3 3 0
"ENSG00000036672" 89 83 30 105 373 1049 79 4 118 253
"ENSG00000036828" 0 0 2 1 0 0 2 0 0 1
"ENSG00000037042" 1403 2924 662 1323 1178 1640 933 469 900 828
"ENSG00000037241" 2197 2191 1525 1210 2442 3530 963 1009 1223 1505
"ENSG00000037280" 476 492 185 766 1664 318 797 282 939 2892
"ENSG00000037474" 7674 7647 4057 5163 5682 6982 5996 4640 9774 5309
"ENSG00000037637" 1809 1825 1218 1640 1751 1796 1614 1471 1368 1478
"ENSG00000037749" 2387 2149 523 620 2503 1811 3124 3443 730 1155
"ENSG00000037757" 597 1508 516 648 1058 777 1162 922 652 633
"ENSG00000037897" 867 919 1773 1803 833 1245 1013 1210 1635 1469
"ENSG00000037965" 191 581 116 227 890 765 595 611 201 395
"ENSG00000038002" 6051 7680 1137 1051 4553 8930 2375 3092 1407 1241
"ENSG00000038210" 941 866 800 493 728 852 1510 1315 1616 1066
"ENSG00000038219" 7419 9877 2221 2943 6287 4810 5102 6148 2993 2261
"ENSG00000038274" 4614 4436 5297 3889 4124 4892 3556 3036 4097 3529
"ENSG00000038295" 20 48 22 132 35 33 608 141 146 502
"ENSG00000038358" 3870 4597 1070 1981 2645 2988 2896 2319 976 1733
"ENSG00000038382" 4226 8192 3702 4256 8114 7377 5806 3089 9231 7469
"ENSG00000038427" 698 2118 1171 3389 71075 21863 44607 19572 10625 31393
"ENSG00000038532" 4244 4405 639 1187 2001 2313 1551 1805 1400 1982
"ENSG00000038945" 774 436 4088 7749 1663 3374 5207 1848 8612 5175
"ENSG00000039068" 23286 18261 15005 15241 64 18 25 36 725 302
"ENSG00000039123" 4701 8794 3271 3110 5080 5287 3429 3918 2995 2830
"ENSG00000039139" 36 17 29 19 46 45 26 11 20 3
"ENSG00000039319" 11930 20468 13055 7606 7312 10997 4430 4374 6410 2540
"ENSG00000039523" 6764 7987 1544 2724 4413 5730 6164 3639 2666 4974
"ENSG00000039537" 32 2 2 52 6 29 168 10 1 50
"ENSG00000039560" 4120 4114 4864 6638 3120 2138 3407 2116 7215 5770
"ENSG00000039600" 7 3 2 11 72 68 79 129 4 16
"ENSG00000039650" 1640 2983 2136 2752 1514 2152 2261 1991 1592 1975
"ENSG00000039987" 0 1 2 0 7 6 17 9 3 0
"ENSG00000040199" 621 793 286 355 903 764 871 922 440 461
"ENSG00000040275" 1147 687 1339 839 1936 1679 1957 1977 1211 916
"ENSG00000040341" 2093 2234 879 983 1233 2515 1180 1304 1897 1580
"ENSG00000040487" 1652 2412 2750 3539 1199 1929 2800 2272 1418 1800
"ENSG00000040531" 1993 2124 1377 1625 1247 2379 1431 1792 1385 1722
"ENSG00000040608" 698 776 1106 926 3031 3848 160 462 523 729
"ENSG00000040633" 4739 5771 3432 3828 3143 6757 2496 2685 3004 3967
"ENSG00000040731" 0 1 1 4 4174 4322 1 496 0 9
"ENSG00000040933" 2423 2511 1284 1777 4035 3133 5150 2565 2254 1972
"ENSG00000041353" 267 1235 15 12 312 120 66 26 44 29
"ENSG00000041357" 6480 9620 6694 7440 5000 6111 4931 6328 6279 8365
"ENSG00000041515" 27 9 12 8 48 209 4 2 25 19
"ENSG00000041802" 2439 2804 2518 3050 4911 5499 3054 2586 2394 2389
"ENSG00000041880" 1842 2667 1124 2154 2852 2609 3151 1362 624 883
"ENSG00000041982" 29407 116738 5020 24503 273748 191725 124350 49755 13715 60909
"ENSG00000041988" 1093 1135 539 739 832 891 440 360 726 834
"ENSG00000042062" 8 61 59 97 652 68 524 263 82 322
"ENSG00000042088" 1025 909 735 912 877 974 995 935 726 1049
"ENSG00000042286" 2801 3621 1032 1483 1463 1998 1461 1466 1609 2485
"ENSG00000042304" 0 0 1 0 0 0 0 1 0 0
"ENSG00000042317" 363 470 461 427 383 345 359 286 342 259
"ENSG00000042429" 1865 2614 1484 1290 2278 2507 1444 1306 2084 1869
"ENSG00000042445" 10189 15056 5776 5610 2953 6606 4578 5763 5918 6969
"ENSG00000042493" 11021 26484 6560 8391 7052 8296 22382 24705 17467 13071
"ENSG00000042753" 7695 8595 3857 4367 6356 8945 6574 5744 4779 10451
"ENSG00000042781" 4 46 69 46 26 12 11 7 30 3
"ENSG00000042813" 0 0 2 1 0 0 0 0 0 0
"ENSG00000042832" 56 7 5 23 115 140 27 53 45 25
"ENSG00000042980" 56 53 532 1060 103 201 629 327 474 171
"ENSG00000043039" 0 3 3 9 1848 539 5 3 9 43
"ENSG00000043093" 1676 2699 2786 1794 1989 2100 1524 1109 2145 1330
"ENSG00000043143" 6178 6608 3689 3790 3075 3212 3007 3627 2580 3868
"ENSG00000043355" 43 118 48 16 60 139 19 27 13 66
"ENSG00000043462" 3986 6255 2389 5285 1500 979 2389 2247 8761 6449
"ENSG00000043514" 1186 1106 1111 1053 1217 1566 886 978 1328 777
"ENSG00000043591" 1 1 2 19 270 221 6 2 17 11
"ENSG00000044012" 0 0 0 0 0 0 0 0 0 0
"ENSG00000044090" 13996 15657 2423 4412 4160 4640 3814 2116 1325 3266
"ENSG00000044115" 32125 34096 11015 27386 44747 35469 20387 13973 12208 22467
"ENSG00000044446" 1562 1936 1550 1457 1850 1800 1060 789 1243 1128
"ENSG00000044459" 589 749 406 532 967 1037 1103 848 1381 592
"ENSG00000044524" 134 65 118 270 26833 23063 6954 2598 965 490
"ENSG00000044574" 36347 67201 38912 53604 202091 191672 40644 34649 29120 48120
"ENSG00000046604" 50 39 3113 2244 13014 14806 358 49 1935 1396
"ENSG00000046647" 626 530 327 424 723 714 548 604 363 671
"ENSG00000046651" 1074 1851 1077 1590 1769 1800 863 1189 1056 575
"ENSG00000046653" 28945 28619 11472 9834 10564 25487 2164 2432 6241 4474
"ENSG00000046774" 25474 25416 6618 6664 73 0 928 3205 7 28
"ENSG00000046889" 99 71 162 408 165 101 626 176 631 1132
"ENSG00000047056" 1777 1958 1150 1495 1148 1210 2217 1616 1234 1518
"ENSG00000047188" 2487 3757 2692 2338 2539 3155 1405 855 1912 1255
"ENSG00000047230" 2590 2489 856 1041 845 1101 450 932 602 712
"ENSG00000047249" 6981 6586 4015 3441 3556 7161 2485 4375 4503 3049
"ENSG00000047315" 17957 16641 4374 5090 7825 8663 8185 8697 4388 4902
"ENSG00000047346" 1207 2544 961 1293 954 1212 1415 1574 875 584
"ENSG00000047365" 484 821 391 628 303 497 1276 1716 960 386
"ENSG00000047410" 11078 13406 5132 10144 16541 13941 11916 13351 6896 5987
"ENSG00000047457" 6 14 32 170 845 315 38 34 44 60
"ENSG00000047578" 7219 10692 830 1506 1972 2211 1708 2011 1028 1350
"ENSG00000047579" 5151 4491 1664 2385 824 1250 785 751 1966 2344
"ENSG00000047597" 1 0 118 97 82 172 3 0 52 43
"ENSG00000047617" 188 77 414 565 104 43 68 25 84 200
"ENSG00000047621" 1082 1883 1282 1195 1521 1619 1963 2381 1571 1031
"ENSG00000047634" 269 929 671 532 1295 1229 791 1307 1455 910
"ENSG00000047644" 1582 709 1815 3036 4533 2910 3855 4467 4365 5178
"ENSG00000047648" 53 42 111 222 1222 1172 171 59 288 485
"ENSG00000047662" 3 22 17 39 663 784 232 104 24 58
"ENSG00000047849" 34759 33652 11073 28031 24865 30916 21124 15310 13007 23589
"ENSG00000047932" 2041 2385 1127 1160 2846 2845 3065 2666 2027 1902
"ENSG00000047936" 0 0 0 4 379 8 1557 367 9 11
"ENSG00000048028" 1107 1469 368 664 1700 1271 945 695 738 682
"ENSG00000048052" 101 168 1451 929 654 446 624 272 514 230
"ENSG00000048140" 3565 4312 2691 3083 3015 4260 3142 2596 2866 3644
"ENSG00000048162" 1782 1843 1872 1860 1173 1474 704 736 1184 1225
"ENSG00000048342" 2842 3343 1033 1245 2226 2898 1812 2099 963 1044
"ENSG00000048392" 2427 3523 2162 1757 6029 8401 1801 1949 4727 1697
"ENSG00000048405" 1087 1386 2256 1460 1421 1067 6048 3672 1893 915
"ENSG00000048462" 0 0 58 32 0 0 0 1 0 6
"ENSG00000048471" 3299 4908 549 1037 1573 1547 1701 1312 1430 1718
"ENSG00000048540" 27 8 4 40 2 57 59 6 1 23
"ENSG00000048544" 7576 6801 3668 2446 2306 2912 1803 1714 2991 2657
"ENSG00000048545" 0 1 5 8 9 2 27 9 7 55
"ENSG00000048649" 5145 4782 1591 2476 4943 4291 2914 2886 2470 1715
"ENSG00000048707" 4880 5196 1554 3240 4027 3467 3946 3696 2104 3307
"ENSG00000048740" 19206 18739 7901 7649 4807 5926 9962 13238 9420 7958
"ENSG00000048828" 10197 10617 5909 7511 17555 19246 9270 6763 9076 9165
"ENSG00000048991" 1649 2155 971 1111 5937 3547 3906 2481 1722 1902
"ENSG00000049089" 16 88 82 149 64090 98187 10172 13368 308 142
"ENSG00000049130" 95 150 364 296 1147 465 2108 3459 1677 1848
"ENSG00000049167" 370 411 582 392 569 573 413 312 428 439
"ENSG00000049192" 124 151 32 98 494 450 1763 881 345 285
"ENSG00000049239" 3955 1836 1409 3027 7485 8342 11232 5372 2893 6743
"ENSG00000049245" 12987 11418 3459 4444 8371 8633 10017 8420 6306 7843
"ENSG00000049246" 3943 1300 915 357 403 838 1225 578 2068 1669
"ENSG00000049247" 15 40 2 9 0 4 4 3 15 5
"ENSG00000049249" 1 236 128 250 6 16 74 36 456 59
"ENSG00000049283" 0 9 5 9 17 21 3 0 6 16
"ENSG00000049323" 518 673 2597 7987 5879 4020 7699 3514 1836 5127
"ENSG00000049449" 23718 20361 9331 11348 50353 44302 18206 16012 7606 11119
"ENSG00000049540" 77 16 124 3496 3019 2152 6222 1689 145 3532
"ENSG00000049541" 1331 1165 3068 2465 4905 4875 4469 4574 4450 4950
"ENSG00000049618" 3100 3913 1613 1765 3366 3975 3265 2504 2133 2658
"ENSG00000049656" 6641 7018 6791 8104 7557 9764 6309 4892 8298 6393
"ENSG00000049759" 12027 11098 7602 7441 3338 7870 2995 4109 8135 5662
"ENSG00000049768" 40 148 87 328 27 55 79 60 216 86
"ENSG00000049769" 163 94 334 536 650 514 459 777 413 529
"ENSG00000049860" 19976 19150 16271 17796 32153 39890 11407 9353 14059 12767
"ENSG00000049883" 502 910 887 1019 1128 1241 748 631 602 459
"ENSG00000050030" 0 1 1 4 1 6 9 6 1 7
"ENSG00000050130" 4439 5039 2283 2285 2899 3217 4767 5170 1762 1731
"ENSG00000050165" 314 341 539 1083 3390 1641 2184 3000 2577 4532
"ENSG00000050327" 29 24 81 137 200 414 107 36 273 229
"ENSG00000050344" 35 499 1548 2322 11958 5479 3314 929 1692 785
"ENSG00000050393" 7414 6907 2915 2413 2545 2717 2612 2434 4676 4140
"ENSG00000050405" 26575 25797 7220 10007 6015 6113 10049 10382 6338 7717
"ENSG00000050426" 2934 3428 1973 1960 1863 2764 2062 1881 1534 1184
"ENSG00000050438" 6 13 76 126 109 103 270 301 166 183
"ENSG00000050555" 204 131 309 474 15754 24656 215 37 1544 756
"ENSG00000050628" 21 18 42 159 127 360 1162 220 224 1069
"ENSG00000050730" 0 11 25 68 20 6 12 18 58 25
"ENSG00000050748" 2279 2463 1663 1762 2164 2284 1334 1341 2522 2272
"ENSG00000050767" 18 17 27 102 190 41 101 32 59 115
"ENSG00000050820" 10571 12582 1180 2288 3755 4222 5400 4068 2958 7171
"ENSG00000051009" 1593 2229 955 1434 1960 2012 1757 1228 899 1206
"ENSG00000051108" 10268 8140 4440 6660 10009 6759 6750 6642 3522 6325
"ENSG00000051128" 1372 1826 1508 1667 1324 2259 2312 1604 1720 1966
"ENSG00000051180" 1022 509 605 885 715 963 822 897 558 1257
"ENSG00000051341" 347 197 508 401 865 678 511 470 637 480
"ENSG00000051382" 5400 5354 2923 2919 2483 3417 1255 876 2128 1554
"ENSG00000051523" 6884 7696 3525 7722 4061 7079 10509 9599 10153 16060
"ENSG00000051596" 1598 1131 845 842 1512 1684 403 424 891 1166
"ENSG00000051620" 910 632 1431 1138 1233 1553 725 214 859 1214
"ENSG00000051825" 731 1043 669 661 1383 1172 1766 1730 1198 819
"ENSG00000052126" 6006 10589 3270 3358 1346 1291 2361 3943 3864 1967
"ENSG00000052344" 4 1 2 12 1 0 8 2 1 12
"ENSG00000052723" 1213 1896 2119 1512 1873 2273 2744 2751 2385 1535
"ENSG00000052749" 2170 2293 2543 4138 2867 5213 2890 3424 2722 3069
"ENSG00000052795" 7824 10194 4031 2161 1697 1829 2165 2141 4545 2435
"ENSG00000052802" 2817 2892 1717 744 4498 7084 1603 2640 1703 2735
"ENSG00000052841" 5955 8197 2899 4423 6530 7156 3201 2980 2579 2668
"ENSG00000052850" 5 6 4 7 160 143 5 7 42 82
"ENSG00000053108" 158 162 385 74 46 51 2 1 24 15
"ENSG00000053254" 2216 1898 1239 1805 1735 1712 1945 1350 2494 2447
"ENSG00000053328" 0 7 1 4 45 43 33 15 18 14
"ENSG00000053371" 2436 2451 2569 2829 2140 2830 3378 2835 1662 3394
"ENSG00000053372" 4064 3653 4837 3199 3451 4168 4677 5385 3394 4159
"ENSG00000053438" 6 29 82 153 50 42 94 32 23 56
"ENSG00000053501" 1518 1955 2118 2218 2060 3422 1710 1955 1722 2265
"ENSG00000053524" 559 724 15 59 110 90 295 225 157 106
"ENSG00000053702" 69 109 132 383 144 105 226 187 209 475
"ENSG00000053747" 254 623 145 431 495 883 637 571 224 987
"ENSG00000053770" 1972 2871 1759 1535 1813 1713 2764 2476 1377 1207
"ENSG00000053900" 1426 2673 1894 1802 883 1075 1690 1644 1993 1150
"ENSG00000053918" 132 106 103 245 253 324 456 115 573 962
"ENSG00000054116" 4140 4544 5374 4122 2961 4658 3162 3425 3431 4048
"ENSG00000054118" 15956 14802 8861 11522 10979 11537 9041 8751 7942 9097
"ENSG00000054148" 1877 2358 3898 4403 5239 7490 2049 1227 4109 4883
"ENSG00000054179" 2 2 1 8 686 209 636 44 21 38
"ENSG00000054219" 19 89 1610 815 36 40 190 77 415 323
"ENSG00000054267" 3047 4324 2544 2265 5773 4014 2971 4206 1521 794
"ENSG00000054277" 295 302 497 444 462 1436 956 748 299 350
"ENSG00000054282" 1566 1835 1141 1346 2314 2512 1218 1058 1497 1087
"ENSG00000054356" 4 8 16 62 10849 1441 1222 297 1256 1343
"ENSG00000054392" 3811 4134 2154 2018 622 1052 351 648 278 486
